"","X","moc_id","cruise_number","station","date","time","depth","temp","og_sal","angle","flow","speed","vvel","vol","net_number","sal","station_number"
"1996",2495,"TC8504_8_1","TC8504",8,"1985-09-07","16:21:01",86,24.69,41.354,39,209,30.67,0,918.6,1,35.030734712,8
"1997",2496,"TC8504_8_1","TC8504",8,"1985-09-07","16:21:21",85,24.66,41.3677,34,212,39.44,15,932.5,1,35.044434712,8
"1998",2497,"TC8504_8_1","TC8504",8,"1985-09-07","16:21:41",86,24.62,41.3943,44,214,69.02,-15,944.6,1,35.071034712,8
"1999",2498,"TC8504_8_1","TC8504",8,"1985-09-07","16:22:01",87,24.49,41.345,36,218,34.49,0,956.6,1,35.021734712,8
"2000",2499,"TC8504_8_1","TC8504",8,"1985-09-07","16:22:21",86,24.5,41.3894,39,219,34.51,-15,969.6,1,35.066134712,8
"2001",2500,"TC8504_8_1","TC8504",8,"1985-09-07","16:22:41",84,24.53,41.4207,35,221,34.51,0,980.6,1,35.097434712,8
"2002",2501,"TC8504_8_1","TC8504",8,"1985-09-07","16:23:01",82,24.73,41.3435,41,224,89.02,0,992.7,1,35.020234712,8
"2003",2502,"TC8504_8_2","TC8504",8,"1985-09-07","16:23:21",79,24.79,40.0764,38,2,69.02,0,14.1,2,33.753134712,8
"2004",2503,"TC8504_8_2","TC8504",8,"1985-09-07","16:23:41",76,24.93,41.6845,37,6,68.95,15,29.9,2,35.361234712,8
"2005",2504,"TC8504_8_2","TC8504",8,"1985-09-07","16:24:01",73,24.99,41.7045,41,9,69.02,12,44.5,2,35.381234712,8
"2006",2505,"TC8504_8_2","TC8504",8,"1985-09-07","16:24:21",70,25.02,41.7077,45,13,69.02,15,58.9,2,35.384434712,8
"2007",2506,"TC8504_8_2","TC8504",8,"1985-09-07","16:24:41",66,25.07,41.7124,46,17,34.49,30,72.7,2,35.389134712,8
"2008",2507,"TC8504_8_2","TC8504",8,"1985-09-07","16:25:01",63,25.05,41.7287,47,21,69.02,24,87.9,2,35.405434712,8
"2009",2508,"TC8504_8_2","TC8504",8,"1985-09-07","16:25:21",60,25.11,41.7333,50,26,92.02,20,102.4,2,35.410034712,8
"2010",2509,"TC8504_8_2","TC8504",8,"1985-09-07","16:25:41",59,25.15,41.7017,52,30,34.49,15,118.7,2,35.378434712,8
"2011",2510,"TC8504_8_2","TC8504",8,"1985-09-07","16:26:01",58,25.19,41.7204,51,35,55.21,0,136.1,2,35.397134712,8
"2012",2511,"TC8504_8_2","TC8504",8,"1985-09-07","16:26:21",58,25.18,41.7229,56,39,69.02,0,151.2,2,35.399634712,8
"2013",2512,"TC8504_8_2","TC8504",8,"1985-09-07","16:26:41",58,25.16,41.7215,53,43,34.49,15,168.8,2,35.398234712,8
"2014",2513,"TC8504_8_2","TC8504",8,"1985-09-07","16:27:01",60,25.15,41.7044,58,48,55.21,-12,185.6,2,35.381134712,8
"2015",2514,"TC8504_8_2","TC8504",8,"1985-09-07","16:27:21",62,25.09,41.7311,56,52,69.02,0,203.4,2,35.407834712,8
"2016",2515,"TC8504_8_2","TC8504",8,"1985-09-07","16:27:41",66,25.04,41.4718,54,55,69.02,-15,220.4,2,35.148534712,8
"2017",2516,"TC8504_8_2","TC8504",8,"1985-09-07","16:28:01",70,24.99,41.7063,54,55,55.21,-24,238.3,2,35.383034712,8
"2018",2517,"TC8504_8_2","TC8504",8,"1985-09-07","16:28:21",73,24.98,41.7194,52,62,32.02,-15,255.3,2,35.396134712,8
"2019",2565,"TC8504_8_3","TC8504",8,"1985-09-07","16:44:21",52,25.37,41.7352,48,105,36.51,45,446.6,3,35.411934712,8
"2020",2566,"TC8504_8_3","TC8504",8,"1985-09-07","16:44:41",53,25.31,41.747,45,110,65.02,0,462.7,3,35.423734712,8
"2021",2567,"TC8504_8_3","TC8504",8,"1985-09-07","16:45:01",53,25.24,41.7283,46,113,65.02,0,478.5,3,35.405034712,8
"2022",2568,"TC8504_8_3","TC8504",8,"1985-09-07","16:45:21",53,25.33,41.702,46,111,34.51,0,494.5,3,35.378734712,8
"2023",2569,"TC8504_8_3","TC8504",8,"1985-09-07","16:45:41",52,25.38,41.705,50,121,68.55,0,510.8,3,35.381734712,8
"2024",2570,"TC8504_8_3","TC8504",8,"1985-09-07","16:46:01",52,25.4,41.706,45,124,69.02,-12,525.7,3,35.382734712,8
"2025",2571,"TC8504_8_3","TC8504",8,"1985-09-07","16:46:21",50,25.41,41.7077,45,125,69.02,15,542,3,35.384434712,8
"2026",2572,"TC8504_8_3","TC8504",8,"1985-09-07","16:46:41",51,25.4,41.7219,51,132,92.02,-15,557.2,3,35.398634712,8
"2027",2573,"TC8504_8_3","TC8504",8,"1985-09-07","16:47:01",48,25.42,41.7094,48,136,30.67,24,572.3,3,35.386134712,8
"2028",2574,"TC8504_8_4","TC8504",8,"1985-09-07","16:47:21",47,25.57,39.6813,53,3,52.02,-20,13.3,4,33.358034712,8
"2029",2575,"TC8504_8_4","TC8504",8,"1985-09-07","16:47:41",46,25.53,41.7007,50,7,68.55,0,31.7,4,35.377434712,8
"2030",2576,"TC8504_8_4","TC8504",8,"1985-09-07","16:48:01",46,25.49,41.6587,49,11,55.21,12,48.6,4,35.335434712,8
"2031",2581,"TC8504_8_4","TC8504",8,"1985-09-07","16:49:41",50,25.47,41.6801,48,25,34.45,0,131.4,4,35.356834712,8
"2032",2582,"TC8504_8_4","TC8504",8,"1985-09-07","16:50:01",49,25.47,41.656,49,33,55.21,0,145.9,4,35.332734712,8
"2033",2583,"TC8504_8_4","TC8504",8,"1985-09-07","16:50:21",50,25.46,41.6948,47,36,34.51,0,162,4,35.371534712,8
"2034",2584,"TC8504_8_4","TC8504",8,"1985-09-07","16:50:41",49,25.47,41.696,45,40,68.55,30,179.3,4,35.372734712,8
"2035",2585,"TC8504_8_4","TC8504",8,"1985-09-07","16:51:01",50,25.44,41.7092,44,43,30.67,0,194,4,35.385934712,8
"2036",2587,"TC8504_8_4","TC8504",8,"1985-09-07","16:51:41",50,25.44,41.6939,46,45,69.02,-15,223.4,4,35.370634712,8
"2037",2589,"TC8504_8_4","TC8504",8,"1985-09-07","16:52:21",49,25.44,41.6945,43,56,34.51,-15,253.7,4,35.371234712,8
"2038",2590,"TC8504_8_4","TC8504",8,"1985-09-07","16:52:41",48,25.46,41.6654,44,55,68.95,0,269.6,4,35.342134712,8
"2039",2591,"TC8504_8_4","TC8504",8,"1985-09-07","16:53:01",46,25.48,41.6982,41,63,55.21,24,285.2,4,35.374934712,8
"2040",2592,"TC8504_8_4","TC8504",8,"1985-09-07","16:53:21",44,25.51,41.7009,44,67,69.02,0,299.3,4,35.377634712,8
"2041",2593,"TC8504_8_4","TC8504",8,"1985-09-07","16:53:41",41,25.55,41.6741,44,71,68.55,0,314.8,4,35.350834712,8
"2042",2594,"TC8504_8_4","TC8504",8,"1985-09-07","16:54:01",40,25.65,41.6645,46,74,69.02,12,330.2,4,35.341234712,8
"2043",2595,"TC8504_8_4","TC8504",8,"1985-09-07","16:54:21",38,25.66,41.6662,50,78,65.02,0,346.8,4,35.342934712,8
"2044",2596,"TC8504_8_4","TC8504",8,"1985-09-07","16:54:41",37,25.65,41.6816,44,82,34.45,15,362.5,4,35.358334712,8
"2045",2597,"TC8504_8_4","TC8504",8,"1985-09-07","16:55:01",38,25.65,41.681,50,86,30.67,0,380,4,35.357734712,8
"2046",2598,"TC8504_8_4","TC8504",8,"1985-09-07","16:55:21",38,25.63,41.6952,47,50,92.02,20,396.1,4,35.371934712,8
"2047",2599,"TC8504_8_4","TC8504",8,"1985-09-07","16:55:41",35,25.63,41.6754,48,94,68.95,0,413.6,4,35.352134712,8
"2048",2600,"TC8504_8_4","TC8504",8,"1985-09-07","16:56:01",39,25.63,41.6641,47,57,65.02,0,429.4,4,35.340834712,8
"2049",2602,"TC8504_8_4","TC8504",8,"1985-09-07","16:56:41",43,25.53,41.6872,47,14,34.49,0,462.3,4,35.363934712,8
"2050",2603,"TC8504_8_4","TC8504",8,"1985-09-07","16:57:01",43,25.56,41.6887,51,18,55.21,12,479.1,4,35.365434712,8
"2051",2604,"TC8504_8_4","TC8504",8,"1985-09-07","16:57:21",44,25.55,41.6876,48,111,65.02,15,495.5,4,35.364334712,8
"2052",2605,"TC8504_8_4","TC8504",8,"1985-09-07","16:57:41",43,25.59,41.6502,52,115,69.02,15,509.5,4,35.326934712,8
"2053",2606,"TC8504_8_4","TC8504",8,"1985-09-07","16:58:01",43,25.59,41.675,51,119,55.21,12,526.5,4,35.351734712,8
"2054",2607,"TC8504_8_4","TC8504",8,"1985-09-07","16:58:21",43,25.57,41.6852,44,122,34.51,0,541.3,4,35.361934712,8
"2055",2608,"TC8504_8_4","TC8504",8,"1985-09-07","16:58:41",42,25.55,41.6893,47,126,68.95,15,558,4,35.366034712,8
"2056",2609,"TC8504_8_4","TC8504",8,"1985-09-07","16:59:01",41,25.62,41.6777,48,130,55.21,0,572.7,4,35.354434712,8
"2057",2610,"TC8504_8_4","TC8504",8,"1985-09-07","16:59:21",38,25.72,41.6693,51,134,69.02,0,588.4,4,35.346034712,8
"2058",2611,"TC8504_8_5","TC8504",8,"1985-09-07","16:59:41",38,25.81,40.5431,46,3,68.95,15,17.8,5,34.219834712,8
"2059",2612,"TC8504_8_5","TC8504",8,"1985-09-07","17:00:01",37,25.79,41.8583,47,7,55.21,12,33.1,5,35.535034712,8
"2060",2613,"TC8504_8_5","TC8504",8,"1985-09-07","17:00:21",37,25.81,41.6553,48,11,69.02,15,50.2,5,35.332034712,8
"2061",2614,"TC8504_8_5","TC8504",8,"1985-09-07","17:00:41",36,25.79,41.6589,48,14,68.95,30,64.4,5,35.335634712,8
"2062",2615,"TC8504_8_5","TC8504",8,"1985-09-07","17:01:01",38,25.82,41.6593,52,18,69.02,-24,81.3,5,35.336034712,8
"2063",2616,"TC8504_8_5","TC8504",8,"1985-09-07","17:01:21",39,25.8,41.6725,46,22,69.02,0,98.5,5,35.349234712,8
"2064",2617,"TC8504_8_5","TC8504",8,"1985-09-07","17:01:41",41,25.67,41.6649,47,25,35.42,0,114.9,5,35.341634712,8
"2065",2618,"TC8504_8_5","TC8504",8,"1985-09-07","17:02:01",41,25.65,41.6635,45,25,55.21,0,133,5,35.340234712,8
"2066",2619,"TC8504_8_5","TC8504",8,"1985-09-07","17:02:21",41,25.73,41.6833,44,32,34.51,-15,147.9,5,35.360034712,8
"2067",2620,"TC8504_8_5","TC8504",8,"1985-09-07","17:02:41",41,25.76,41.8544,42,35,89.02,-15,182.8,5,35.531134712,8
"2068",2621,"TC8504_8_5","TC8504",8,"1985-09-07","17:03:01",38,25.81,41.6435,41,38,30.67,24,176.3,5,35.320234712,8
"2069",2622,"TC8504_8_5","TC8504",8,"1985-09-07","17:03:21",38,25.8,41.6582,42,41,69.02,15,190.1,5,35.334934712,8
"2070",2623,"TC8504_8_5","TC8504",8,"1985-09-07","17:03:41",38,25.77,41.6719,43,45,68.95,15,207.4,5,35.348634712,8
"2071",2624,"TC8504_8_5","TC8504",8,"1985-09-07","17:04:01",40,25.78,41.6712,42,48,30.67,-12,223.7,5,35.347934712,8
"2072",2625,"TC8504_8_5","TC8504",8,"1985-09-07","17:04:21",38,25.8,41.643,45,51,68.89,-15,238.5,5,35.319734712,8
"2073",2626,"TC8504_8_5","TC8504",8,"1985-09-07","17:04:41",38,25.78,41.6724,44,55,69.02,-15,254,5,35.349134712,8
"2074",2627,"TC8504_8_5","TC8504",8,"1985-09-07","17:05:01",36,25.81,41.6447,44,59,55.17,12,270.9,5,35.321434712,8
"2075",2628,"TC8504_8_5","TC8504",8,"1985-09-07","17:05:21",35,25.81,41.6605,45,62,68.89,0,286.5,5,35.337234712,8
"2076",2629,"TC8504_8_5","TC8504",8,"1985-09-07","17:05:41",32,25.84,41.6486,47,67,51.51,0,302.5,5,35.325334712,8
"2077",2630,"TC8504_8_5","TC8504",8,"1985-09-07","17:06:01",29,25.85,41.6357,48,71,55.17,12,318.4,5,35.312434712,8
"2078",2631,"TC8504_8_5","TC8504",8,"1985-09-07","17:06:21",29,25.86,41.6362,50,75,68.89,0,336.2,5,35.312934712,8
"2079",2632,"TC8504_8_5","TC8504",8,"1985-09-07","17:06:41",27,25.86,41.6526,51,80,69.02,15,352.3,5,35.329334712,8
"2080",2633,"TC8504_8_5","TC8504",8,"1985-09-07","17:07:01",26,25.87,41.6689,51,84,30.66,12,370.4,5,35.345634712,8
"2081",2634,"TC8504_8_5","TC8504",8,"1985-09-07","17:07:21",26,25.92,41.6411,51,89,69.02,15,387.5,5,35.317834712,8
"2082",2635,"TC8504_8_5","TC8504",8,"1985-09-07","17:07:41",27,25.87,41.6531,50,93,69.02,0,403.4,5,35.329834712,8
"2083",2636,"TC8504_8_5","TC8504",8,"1985-09-07","17:08:01",27,25.85,41.6369,52,97,55.17,0,421,5,35.313634712,8
"2084",2637,"TC8504_8_5","TC8504",8,"1985-09-07","17:08:21",28,25.85,41.6515,50,119,69.02,0,438.3,5,35.328234712,8
"2085",2638,"TC8504_8_5","TC8504",8,"1985-09-07","17:08:41",28,25.84,41.651,51,105,39.42,20,456.6,5,35.327734712,8
"2086",2639,"TC8504_8_5","TC8504",8,"1985-09-07","17:09:01",28,25.84,41.651,52,109,69.02,0,473.7,5,35.327734712,8
"2087",2640,"TC8504_8_5","TC8504",8,"1985-09-07","17:09:21",28,25.84,41.6357,50,113,68.89,15,490.4,5,35.312434712,8
"2088",2641,"TC8504_8_5","TC8504",8,"1985-09-07","17:09:41",28,25.84,41.6357,50,118,69.02,15,507.9,5,35.312434712,8
"2089",2642,"TC8504_8_5","TC8504",8,"1985-09-07","17:10:01",29,25.82,41.6493,50,121,69.02,0,523.6,5,35.326034712,8
"2090",2643,"TC8504_8_5","TC8504",8,"1985-09-07","17:10:21",30,25.81,41.6634,49,125,34.48,15,540.7,5,35.340134712,8
"2091",2644,"TC8504_8_5","TC8504",8,"1985-09-07","17:10:41",32,25.81,41.6622,49,129,39.42,-20,559.1,5,35.338934712,8
"2092",2645,"TC8504_8_5","TC8504",8,"1985-09-07","17:11:01",34,25.79,41.66,44,132,30.66,-12,574.6,5,35.336734712,8
"2093",2646,"TC8504_8_5","TC8504",8,"1985-09-07","17:11:21",35,25.78,41.6589,46,135,34.48,-15,590,5,35.335634712,8
"2094",2647,"TC8504_8_5","TC8504",8,"1985-09-07","17:11:41",35,25.79,41.6595,41,138,69.02,0,606.4,5,35.336234712,8
"2095",2648,"TC8504_8_5","TC8504",8,"1985-09-07","17:12:01",34,25.78,41.6443,40,141,34.51,0,621.1,5,35.321034712,8
"2096",2649,"TC8504_8_5","TC8504",8,"1985-09-07","17:12:21",32,25.79,41.646,40,145,69.02,30,636.7,5,35.322734712,8
"2097",2650,"TC8504_8_5","TC8504",8,"1985-09-07","17:12:41",32,25.8,41.6617,40,148,39.42,0,651.2,5,35.338434712,8
"2098",2651,"TC8504_8_5","TC8504",8,"1985-09-07","17:13:01",31,25.8,41.6623,40,151,30.66,-12,665.2,5,35.339034712,8
"2099",2652,"TC8504_8_6","TC8504",8,"1985-09-07","17:13:21",29,25.8,40.5586,44,4,69.02,0,19,6,34.235334712,8
"2100",2653,"TC8504_8_6","TC8504",8,"1985-09-07","17:13:41",23,25.93,41.6434,46,8,69.02,30,34.2,6,35.320134712,8
"2101",2654,"TC8504_8_6","TC8504",8,"1985-09-07","17:14:01",21,25.96,41.6462,50,12,55.17,0,49.2,6,35.322934712,8
"2102",2655,"TC8504_8_6","TC8504",8,"1985-09-07","17:14:21",21,26.011,41.8635,45,16,34.48,-15,66.3,6,35.540234712,8
"2103",2656,"TC8504_8_6","TC8504",8,"1985-09-07","17:14:41",19,26,41.8647,52,21,69.02,0,83.5,6,35.541434712,8
"2104",2657,"TC8504_8_6","TC8504",8,"1985-09-07","17:15:01",19,25.97,41.6631,53,25,55.17,0,99.3,6,35.339834712,8
"2105",2658,"TC8504_8_6","TC8504",8,"1985-09-07","17:15:21",20,25.96,41.662,51,29,69.02,-15,116.4,6,35.338734712,8
"2106",2659,"TC8504_8_6","TC8504",8,"1985-09-07","17:15:41",21,25.94,41.5451,49,33,69.02,0,133.9,6,35.221834712,8
"2107",2660,"TC8504_8_6","TC8504",8,"1985-09-07","17:16:01",22,25.9,41.8578,48,36,30.66,0,150.9,6,35.534534712,8
"2108",2661,"TC8504_8_6","TC8504",8,"1985-09-07","17:16:21",23,25.88,41.858,48,40,89.02,0,169.4,6,35.534734712,8
"2109",2662,"TC8504_8_6","TC8504",8,"1985-09-07","17:16:41",25,25.8,41.8858,44,43,34.51,15,185.5,6,35.562534712,8
"2110",2663,"TC8504_8_6","TC8504",8,"1985-09-07","17:17:01",26,25.78,41.6642,42,48,89.02,-24,202.7,6,35.340934712,8
"2111",2664,"TC8504_8_6","TC8504",8,"1985-09-07","17:17:21",27,25.77,41.6631,40,49,68.89,-15,218.2,6,35.339834712,8
"2112",2665,"TC8504_8_6","TC8504",8,"1985-09-07","17:17:41",25,25.77,41.6481,41,52,68.02,30,233.1,6,35.324834712,8
"2113",2666,"TC8504_8_6","TC8504",8,"1985-09-07","17:18:01",26,25.77,41.6637,41,55,69.02,12,248.5,6,35.340434712,8
"2114",2667,"TC8504_8_6","TC8504",8,"1985-09-07","17:18:21",27,25.77,41.6478,42,58,34.48,0,264.4,6,35.324534712,8
"2115",2668,"TC8504_8_6","TC8504",8,"1985-09-07","17:18:41",27,25.76,41.8826,40,62,80.51,0,280.4,6,35.559334712,8
"2116",2669,"TC8504_8_6","TC8504",8,"1985-09-07","17:19:01",27,25.76,41.6626,38,65,30.66,12,296.6,6,35.339334712,8
"2117",2670,"TC8504_8_6","TC8504",8,"1985-09-07","17:19:21",25,25.77,41.8643,38,68,68.89,15,311.6,6,35.541034712,8
"2118",2671,"TC8504_8_6","TC8504",8,"1985-09-07","17:19:41",23,25.82,41.6528,39,72,34.51,15,328.5,6,35.329534712,8
"2119",2672,"TC8504_8_6","TC8504",8,"1985-09-07","17:20:01",23,25.8,41.667,38,75,30.66,12,342.8,6,35.343734712,8
"2120",2673,"TC8504_8_6","TC8504",8,"1985-09-07","17:20:21",24,25.79,41.6507,35,78,69.02,0,357.1,6,35.327434712,8
"2121",2674,"TC8504_8_6","TC8504",8,"1985-09-07","17:20:41",24,25.77,41.6497,39,81,69.02,15,372.7,6,35.326434712,8
"2122",2675,"TC8504_8_6","TC8504",8,"1985-09-07","17:21:01",24,25.77,41.6645,40,83,69.02,-12,385.8,6,35.341234712,8
"2123",2676,"TC8504_8_6","TC8504",8,"1985-09-07","17:21:21",24,25.78,41.6502,41,86,68.88,-15,400.2,6,35.326934712,8
"2124",2677,"TC8504_8_6","TC8504",8,"1985-09-07","17:21:41",24,25.8,41.6512,43,89,69.02,-15,414.6,6,35.327934712,8
"2125",2678,"TC8504_8_6","TC8504",8,"1985-09-07","17:22:01",23,25.87,41.8403,46,93,30.66,-24,430.7,6,35.517034712,8
"2126",2679,"TC8504_8_6","TC8504",8,"1985-09-07","17:22:21",22,25.94,41.6445,40,96,68.89,0,446.7,6,35.321234712,8
"2127",2680,"TC8504_8_6","TC8504",8,"1985-09-07","17:22:41",21,25.51,41.874,44,58,39.42,30,462,6,35.550734712,8
"2128",2681,"TC8504_8_6","TC8504",8,"1985-09-07","17:23:01",24,25.81,41.657,40,102,55.17,-12,474.9,6,35.333734712,8
"2129",2682,"TC8504_8_6","TC8504",8,"1985-09-07","17:23:21",25,25.84,41.6428,41,104,34.48,-15,489.2,6,35.319534712,8
"2130",2683,"TC8504_8_6","TC8504",8,"1985-09-07","17:23:41",25,25.92,41.6568,38,107,34.51,15,503,6,35.333534712,8
"2131",2684,"TC8504_8_6","TC8504",8,"1985-09-07","17:24:01",24,25.92,41.6575,36,110,30.66,12,518.4,6,35.334234712,8
"2132",2685,"TC8504_8_6","TC8504",8,"1985-09-07","17:24:21",21,25.94,41.6451,38,113,68.89,0,531.4,6,35.321834712,8
"2133",2686,"TC8504_8_6","TC8504",8,"1985-09-07","17:24:41",22,25.93,41.6582,38,116,69.02,-15,547.2,6,35.334934712,8
"2134",2687,"TC8504_8_6","TC8504",8,"1985-09-07","17:25:01",21,25.85,41.6608,40,119,69.02,-15,562.1,6,35.337534712,8
"2135",2688,"TC8504_8_6","TC8504",8,"1985-09-07","17:25:21",20,25.95,41.6814,42,122,68.89,0,576.7,6,35.358134712,8
"2136",2690,"TC8504_8_7","TC8504",8,"1985-09-07","17:26:01",14,26.08,41.8112,45,5,69.02,0,22.2,7,35.487934712,8
"2137",2691,"TC8504_8_7","TC8504",8,"1985-09-07","17:26:21",13,26.11,41.8134,48,10,69.02,0,39.3,7,35.490134712,8
"2138",2692,"TC8504_8_7","TC8504",8,"1985-09-07","17:26:41",12,28.12,41.6297,51,14,69.02,0,56.5,7,35.306434712,8
"2139",2693,"TC8504_8_7","TC8504",8,"1985-09-07","17:27:01",11,28.12,41.8151,54,15,55.17,12,74.5,7,35.491834712,8
"2140",2694,"TC8504_8_7","TC8504",8,"1985-09-07","17:27:21",12,26.1,41.6286,52,23,69.02,0,91.7,7,35.305334712,8
"2141",2695,"TC8504_8_7","TC8504",8,"1985-09-07","17:27:41",13,28.08,41.6421,51,27,68.02,0,109.7,7,35.318834712,8
"2142",2696,"TC8504_8_7","TC8504",8,"1985-09-07","17:28:01",14,28.06,41.6253,49,31,55.17,-12,127.5,7,35.302034712,8
"2143",2697,"TC8504_8_7","TC8504",8,"1985-09-07","17:28:21",18,28.98,41.6865,47,34,68.89,-15,144.5,7,35.363234712,8
"2144",2698,"TC8504_8_7","TC8504",8,"1985-09-07","17:28:41",16,25.95,41.6638,44,38,68.02,-15,161.2,7,35.340534712,8
"2145",2699,"TC8504_8_7","TC8504",8,"1985-09-07","17:29:01",19,25.81,41.6588,40,40,38.46,-12,178.1,7,35.335534712,8
"2146",2700,"TC8504_8_7","TC8504",8,"1985-09-07","17:29:21",21,25.87,41.8871,34,43,34.48,-15,193.7,7,35.563834712,8
"2147",2701,"TC8504_8_7","TC8504",8,"1985-09-07","17:29:41",20,25.8,41.6436,32,46,69.02,15,208.8,7,35.320334712,8
"2148",2702,"TC8504_8_7","TC8504",8,"1985-09-07","17:30:01",18,25.95,41.8626,31,48,38.48,12,223.4,7,35.539334712,8
"2149",2703,"TC8504_8_7","TC8504",8,"1985-09-07","17:30:21",18,28.88,41.8495,30,51,34.48,15,237.8,7,35.526234712,8
"2150",2704,"TC8504_8_7","TC8504",8,"1985-09-07","17:30:41",17,28.01,41.6512,38,54,91.81,20,251,7,35.327934712,8
"2151",2705,"TC8504_8_7","TC8504",8,"1985-09-07","17:31:01",19,26.09,41.6263,39,57,30.88,0,266.1,7,35.303034712,8
"2152",2724,"TC8504_8_8","TC8504",8,"1985-09-07","17:37:21",7,26.22,40.04,52,4,69.02,0,14.3,8,33.716734712,8
"2153",2725,"TC8504_8_8","TC8504",8,"1985-09-07","17:37:41",7,26.21,41.5921,53,8,69.02,0,33.1,8,35.268834712,8
"2154",2726,"TC8504_8_8","TC8504",8,"1985-09-07","17:38:01",7,26.23,41.6083,53,13,69.02,0,50,8,35.285034712,8
"2155",2727,"TC8504_8_8","TC8504",8,"1985-09-07","17:38:21",7,26.22,41.5926,49,17,34.48,0,68.5,8,35.269334712,8
"2156",2728,"TC8504_8_8","TC8504",8,"1985-09-07","17:38:41",7,26.21,41.5921,50,22,69.02,0,86.8,8,35.268834712,8
"2157",2729,"TC8504_8_8","TC8504",8,"1985-09-07","17:39:01",7,26.02,41.6067,50,26,69.02,15,103.5,8,35.283434712,8
"2158",2730,"TC8504_8_8","TC8504",8,"1985-09-07","17:39:21",7,26.18,41.5899,52,30,69.02,0,121.5,8,35.266634712,8
"2159",2731,"TC8504_8_8","TC8504",8,"1985-09-07","17:39:41",8,26.17,41.6044,49,34,69.02,0,138.9,8,35.281134712,8
"2160",2732,"TC8504_8_8","TC8504",8,"1985-09-07","17:40:01",9,26.17,41.5887,46,38,69.02,0,156.9,8,35.265434712,8
"2161",2733,"TC8504_8_8","TC8504",8,"1985-09-07","17:40:21",10,26.14,41.6016,47,41,68.89,-15,173.9,8,35.278334712,8
"2162",2734,"TC8504_8_8","TC8504",8,"1985-09-07","17:40:41",8,26.19,41.5904,45,45,34.51,15,191.5,8,35.267134712,8
"2163",2735,"TC8504_8_8","TC8504",8,"1985-09-07","17:41:01",8,26.19,41.5904,45,49,69.02,0,207.3,8,35.267134712,8
"2164",2736,"TC8504_8_8","TC8504",8,"1985-09-07","17:41:21",9,26.19,41.4598,41,52,68.89,0,224.4,8,35.136534712,8
"2165",2737,"TC8504_8_8","TC8504",8,"1985-09-07","17:41:41",8,26.16,41.6039,44,56,69.02,15,241.3,8,35.280634712,8
"2166",2738,"TC8504_8_8","TC8504",8,"1985-09-07","17:42:01",8,26.19,41.5753,43,59,34.51,15,257,8,35.252034712,8
"2167",2739,"TC8504_8_8","TC8504",8,"1985-09-07","17:42:21",8,26.2,41.5759,46,53,69.02,0,273,8,35.252634712,8
"2168",2741,"TC8504_8_8","TC8504",8,"1985-09-07","17:43:01",8,26.24,41.5781,43,70,34.51,0,306.8,8,35.254834712,8
"2169",2742,"TC8504_8_8","TC8504",8,"1985-09-07","17:43:21",5,26.31,41.5837,43,74,34.48,15,323.6,8,35.260434712,8
"2170",2743,"TC8504_8_8","TC8504",8,"1985-09-07","17:43:41",5,26.31,41.5988,47,78,69.02,15,339,8,35.275534712,8
"2171",2744,"TC8504_8_8","TC8504",8,"1985-09-07","17:44:01",6,26.32,41.5837,48,82,69.02,-15,357.1,8,35.260434712,8
"2172",2745,"TC8504_8_8","TC8504",8,"1985-09-07","17:44:21",5,26.33,41.4548,44,85,68.89,0,373.6,8,35.131534712,8
"2173",2746,"TC8504_8_8","TC8504",8,"1985-09-07","17:44:41",4,26.34,41.5859,49,89,34.51,0,390.1,8,35.262634712,8
"2174",2747,"TC8504_8_8","TC8504",8,"1985-09-07","17:45:01",4,26.34,41.5859,46,93,34.51,15,406.9,8,35.262634712,8
"2175",2748,"TC8504_8_8","TC8504",8,"1985-09-07","17:45:21",5,26.31,41.5837,47,97,69.02,0,424.4,8,35.260434712,8
"2176",2749,"TC8504_8_8","TC8504",8,"1985-09-07","17:45:41",6,26.31,41.568,47,101,69.02,-15,442.2,8,35.244734712,8
"2177",2750,"TC8504_8_8","TC8504",8,"1985-09-07","17:46:01",6,26.31,41.5831,44,104,69.02,0,459.4,8,35.259834712,8
"2178",2751,"TC8504_8_8","TC8504",8,"1985-09-07","17:46:21",6,26.32,41.5837,44,108,69.02,0,476.4,8,35.260434712,8
"2179",2752,"TC8504_8_8","TC8504",8,"1985-09-07","17:46:41",6,26.31,41.5831,45,111,69.02,0,493.4,8,35.259834712,8
"2180",2753,"TC8504_8_8","TC8504",8,"1985-09-07","17:47:01",5,26.32,41.5842,49,115,30.65,0,509.3,8,35.260934712,8
"2181",2754,"TC8504_8_8","TC8504",8,"1985-09-07","17:47:21",4,26.33,41.5854,48,119,34.48,0,526.5,8,35.262134712,8
"2182",2755,"TC8504_8_8","TC8504",8,"1985-09-07","17:47:41",1,26.34,41.5877,40,124,69.02,15,543.9,8,35.264434712,8
"2183",2756,"TC8504_8_8","TC8504",8,"1985-09-07","17:48:01",1,26.34,41.5877,41,127,34.51,0,559.5,8,35.264434712,8
"2184",2757,"TC8504_8_8","TC8504",8,"1985-09-07","17:48:21",1,26.34,41.5726,45,131,69.02,0,576.1,8,35.249334712,8
"2185",2758,"TC8504_8_8","TC8504",8,"1985-09-07","17:48:41",1,26.33,41.572,43,134,34.51,0,592.2,8,35.248734712,8
"2186",2759,"TC8504_8_8","TC8504",8,"1985-09-07","17:49:01",1,26.34,41.5726,37,137,34.51,15,609.1,8,35.249334712,8
