"","X","moc_id","cruise_number","station","date","time","depth","temp","og_sal","angle","flow","speed","vvel","vol","net_number","sal","station_number"
"1",4,"TC8504_3_1","TC8504",3,"1985-09-06","19:59:32",2,26.27,41.2753,43,20,69.02,-30,86.8,1,34.952034712,3
"2",5,"TC8504_3_1","TC8504",3,"1985-09-06","19:59:52",7,26.12,41.279,40,21,14.53,-15,100.3,1,34.955734712,3
"3",6,"TC8504_3_1","TC8504",3,"1985-09-06","20:00:12",7,26.04,41.3033,37,24,34.51,0,114,1,34.980034712,3
"4",7,"TC8504_3_1","TC8504",3,"1985-09-06","20:00:32",7,26.14,41.28,44,26,34.51,-15,125.8,1,34.956734712,3
"5",8,"TC8504_3_1","TC8504",3,"1985-09-06","20:00:52",6,26.22,41.2847,40,30,92.13,20,140.7,1,34.961434712,3
"6",9,"TC8504_3_1","TC8504",3,"1985-09-06","20:01:12",7,26.13,41.2795,41,32,34.51,-15,154.8,1,34.956234712,3
"7",10,"TC8504_3_1","TC8504",3,"1985-09-06","20:01:32",10,25.93,41.4244,45,35,34.51,-30,168.9,1,35.101134712,3
"8",11,"TC8504_3_1","TC8504",3,"1985-09-06","20:01:52",11,25.87,41.3353,46,37,34.51,-15,182.5,1,35.012034712,3
"9",12,"TC8504_3_1","TC8504",3,"1985-09-06","20:02:12",14,25.82,41.3597,49,40,34.51,0,197.4,1,35.036434712,3
"10",13,"TC8504_3_1","TC8504",3,"1985-09-06","20:02:32",18,25.76,41.3688,48,42,34.51,-15,211,1,35.045534712,3
"11",14,"TC8504_3_1","TC8504",3,"1985-09-06","20:02:52",22,25.68,41.3485,46,45,25.09,-15,228,1,35.025234712,3
"12",15,"TC8504_3_1","TC8504",3,"1985-09-06","20:03:12",27,25.63,41.3862,48,48,34.51,-30,245.1,1,35.062934712,3
"13",16,"TC8504_3_1","TC8504",3,"1985-09-06","20:03:32",32,25.36,41.3995,46,50,39.46,-15,260.7,1,35.076234712,3
"14",17,"TC8504_3_1","TC8504",3,"1985-09-06","20:03:52",36,25.11,41.4003,50,53,34.51,-15,277,1,35.077034712,3
"15",18,"TC8504_3_1","TC8504",3,"1985-09-06","20:04:12",40,24.78,41.4126,43,55,34.51,15,292.6,1,35.089334712,3
"16",19,"TC8504_3_1","TC8504",3,"1985-09-06","20:04:32",44,24.59,41.4024,44,58,69.02,-15,306,1,35.079134712,3
"17",20,"TC8504_3_1","TC8504",3,"1985-09-06","20:04:52",46,24.52,41.4129,44,60,23.01,-15,319.9,1,35.089634712,3
"18",21,"TC8504_3_1","TC8504",3,"1985-09-06","20:05:12",48,24.41,41.3928,48,63,69.02,0,332.5,1,35.069534712,3
"19",22,"TC8504_3_1","TC8504",3,"1985-09-06","20:05:32",51,24.34,41.3883,48,66,34.51,0,349.2,1,35.065034712,3
"20",23,"TC8504_3_1","TC8504",3,"1985-09-06","20:05:52",54,24.18,41.3803,47,69,34.51,0,365,1,35.057034712,3
"21",24,"TC8504_3_1","TC8504",3,"1985-09-06","20:06:12",59,24.07,41.3732,49,72,34.51,-15,381.5,1,35.049934712,3
"22",25,"TC8504_3_1","TC8504",3,"1985-09-06","20:06:32",61,23.94,41.3526,56,75,69.02,-15,398.1,1,35.029334712,3
"23",26,"TC8504_3_1","TC8504",3,"1985-09-06","20:06:52",63,23.84,41.3622,49,79,69.02,0,414.5,1,35.038934712,3
"24",27,"TC8504_3_1","TC8504",3,"1985-09-06","20:07:12",66,23.82,41.3452,52,82,69.02,-15,431.5,1,35.021934712,3
"25",28,"TC8504_3_1","TC8504",3,"1985-09-06","20:07:32",69,23.65,41.3519,50,86,69.02,0,448.7,1,35.028634712,3
"26",29,"TC8504_3_1","TC8504",3,"1985-09-06","20:07:52",74,23.35,41.3969,52,89,34.51,-15,465.1,1,35.073634712,3
"27",30,"TC8504_3_1","TC8504",3,"1985-09-06","20:08:12",77,23.34,41.4388,49,92,69.02,0,481.9,1,35.115534712,3
"28",31,"TC8504_3_1","TC8504",3,"1985-09-06","20:08:32",81,23.32,41.4651,50,96,69.02,-15,499.1,1,35.141834712,3
"29",32,"TC8504_3_1","TC8504",3,"1985-09-06","20:08:52",83,23.25,41.55,56,99,34.48,15,514.6,1,35.226734712,3
"30",33,"TC8504_3_1","TC8504",3,"1985-09-06","20:09:12",86,22.93,41.568,56,102,69.02,-15,529.7,1,35.244734712,3
"31",34,"TC8504_3_1","TC8504",3,"1985-09-06","20:09:32",91,22.74,41.5298,58,106,69.02,-30,546.8,1,35.206534712,3
"32",35,"TC8504_3_1","TC8504",3,"1985-09-06","20:09:52",94,22.4,41.4889,52,109,69.02,-15,563,1,35.165634712,3
"33",36,"TC8504_3_1","TC8504",3,"1985-09-06","20:10:12",99,22.29,41.4532,51,112,69.02,-15,579.4,1,35.129934712,3
"34",37,"TC8504_3_1","TC8504",3,"1985-09-06","20:10:32",102,22.15,41.3884,48,115,69.02,0,596,1,35.065134712,3
"35",38,"TC8504_3_1","TC8504",3,"1985-09-06","20:10:52",109,21.95,41.4831,55,117,34.48,-45,611.6,1,35.159834712,3
"36",39,"TC8504_3_1","TC8504",3,"1985-09-06","20:11:12",114,21.81,41.3428,51,120,34.51,-15,627.6,1,35.019534712,3
"37",40,"TC8504_3_1","TC8504",3,"1985-09-06","20:11:32",121,21.6,41.3484,56,122,69.02,-30,644.5,1,35.025134712,3
"38",41,"TC8504_3_1","TC8504",3,"1985-09-06","20:11:52",127,21.58,41.3294,51,125,39.42,-30,662.6,1,35.006134712,3
"39",42,"TC8504_3_1","TC8504",3,"1985-09-06","20:12:12",131,21.41,41.2487,50,128,69.02,-15,677.7,1,34.925434712,3
"40",43,"TC8504_3_1","TC8504",3,"1985-09-06","20:12:32",135,21.14,41.1808,51,130,34.51,-15,693.6,1,34.857534712,3
"41",44,"TC8504_3_1","TC8504",3,"1985-09-06","20:12:52",140,21.03,41.2199,59,133,25.09,-40.1,709.5,1,34.896634712,3
"42",45,"TC8504_3_1","TC8504",3,"1985-09-06","20:13:12",143,20.82,41.0356,51,135,34.51,-15,722.4,1,34.712334712,3
"43",46,"TC8504_3_1","TC8504",3,"1985-09-06","20:13:32",149,20.56,41.0561,44,138,34.51,-30,739.2,1,34.732834712,3
"44",47,"TC8504_3_1","TC8504",3,"1985-09-06","20:13:52",152,20.44,40.9333,48,140,34.48,-15,750.7,1,34.610034712,3
"45",48,"TC8504_3_1","TC8504",3,"1985-09-06","20:14:12",156,20.01,40.8189,43,143,34.51,0,768.6,1,34.495634712,3
"46",49,"TC8504_3_1","TC8504",3,"1985-09-06","20:14:32",161,19.8,40.7529,47,145,34.51,-15,781.9,1,34.429634712,3
"47",50,"TC8504_3_1","TC8504",3,"1985-09-06","20:14:52",164,19.56,40.6876,44,147,39.42,15,796.4,1,34.364334712,3
"48",51,"TC8504_3_1","TC8504",3,"1985-09-06","20:15:12",169,19.45,40.6236,51,150,34.51,-15,811.2,1,34.300334712,3
"49",52,"TC8504_3_1","TC8504",3,"1985-09-06","20:15:32",172,18.89,40.4504,44,153,34.51,0,827.8,1,34.127134712,3
"50",53,"TC8504_3_1","TC8504",3,"1985-09-06","20:15:52",176,18.65,40.3559,44,155,34.48,-20,842.7,1,34.032634712,3
"51",54,"TC8504_3_1","TC8504",3,"1985-09-06","20:16:12",180,18.52,40.3236,44,158,34.51,-15,857.9,1,34.000334712,3
"52",55,"TC8504_3_1","TC8504",3,"1985-09-06","20:16:32",183,18.45,40.2253,47,160,34.51,15,871.3,1,33.902034712,3
"53",56,"TC8504_3_1","TC8504",3,"1985-09-06","20:16:52",189,18.29,40.2103,44,162,34.48,-15,886.7,1,33.887034712,3
"54",57,"TC8504_3_1","TC8504",3,"1985-09-06","20:17:12",194,18.12,40.1754,49,164,23.01,-15,901.8,1,33.852134712,3
"55",58,"TC8504_3_1","TC8504",3,"1985-09-06","20:17:32",198,17.54,39.9307,38,167,34.51,0,917.9,1,33.607434712,3
"56",59,"TC8504_3_1","TC8504",3,"1985-09-06","20:17:52",198,17.52,39.8868,39,169,39.42,15,931.2,1,33.563534712,3
"57",60,"TC8504_3_1","TC8504",3,"1985-09-06","20:18:12",200,17.51,39.8563,39,172,34.51,0,945.2,1,33.533034712,3
"58",61,"TC8504_3_1","TC8504",3,"1985-09-06","20:18:32",201,17.46,39.8695,42,175,34.51,-15,960.8,1,33.546234712,3
"59",62,"TC8504_3_1","TC8504",3,"1985-09-06","20:18:52",202,17.32,39.8378,38,177,39.42,-15,974.2,1,33.514534712,3
"60",63,"TC8504_3_1","TC8504",3,"1985-09-06","20:19:12",203,17.17,39.7915,39,180,34.51,0,990.2,1,33.468234712,3
"61",64,"TC8504_3_1","TC8504",3,"1985-09-06","20:19:32",204,17,39.7595,38,183,39.42,40,1005.31,1,33.436234712,3
"62",65,"TC8504_3_2","TC8504",3,"1985-09-06","20:19:52",206,16.89,39.6987,39,0,34.51,15,0,2,33.375434712,3
"63",66,"TC8504_3_2","TC8504",3,"1985-09-06","20:20:12",207,16.88,39.497,45,3,34.51,0,16.9,2,33.173734712,3
"64",67,"TC8504_3_2","TC8504",3,"1985-09-06","20:20:32",209,16.83,39.8757,41,5,34.51,-30,29.7,2,33.552434712,3
"65",68,"TC8504_3_2","TC8504",3,"1985-09-06","20:20:52",208,16.87,39.8615,49,8,69.02,-15,43.3,2,33.538234712,3
"66",69,"TC8504_3_2","TC8504",3,"1985-09-06","20:21:12",208,16.87,39.8769,48,10,30.66,-15,55.5,2,33.553634712,3
"67",70,"TC8504_3_2","TC8504",3,"1985-09-06","20:21:32",207,16.87,39.8775,40,13,69.02,0,67.2,2,33.554234712,3
"68",71,"TC8504_3_2","TC8504",3,"1985-09-06","20:21:52",205,16.93,39.8797,38,16,91.91,15,81.5,2,33.556434712,3
"69",72,"TC8504_3_2","TC8504",3,"1985-09-06","20:22:12",203,17.12,40.022,38,20,69.02,0,96.5,2,33.698734712,3
"70",73,"TC8504_3_2","TC8504",3,"1985-09-06","20:22:32",200,17.3,40.0419,37,23,91.91,20,109.2,2,33.718634712,3
"71",74,"TC8504_3_2","TC8504",3,"1985-09-06","20:22:52",198,17.34,40.0592,36,26,69.02,15,123,2,33.735934712,3
"72",75,"TC8504_3_2","TC8504",3,"1985-09-06","20:23:12",195,17.65,40.1582,39,29,69.02,0,137,2,33.834934712,3
"73",76,"TC8504_3_2","TC8504",3,"1985-09-06","20:23:32",192,18.09,40.3371,39,32,69.02,15,151.1,2,34.013834712,3
"74",77,"TC8504_3_2","TC8504",3,"1985-09-06","20:23:52",188,18.18,40.4031,37,36,34.51,0,165.5,2,34.079834712,3
"75",78,"TC8504_3_2","TC8504",3,"1985-09-06","20:24:12",182,18.4,40.4727,39,40,69.02,15,180.1,2,34.149434712,3
"76",79,"TC8504_3_2","TC8504",3,"1985-09-06","20:24:32",177,18.6,40.526,45,44,69.02,15,194,2,34.202734712,3
"77",80,"TC8504_3_2","TC8504",3,"1985-09-06","20:24:52",174,18.85,40.6724,42,47,39.42,15,206.8,2,34.349134712,3
"78",81,"TC8504_3_2","TC8504",3,"1985-09-06","20:25:12",171,19.03,40.7243,40,51,69.02,15,222.5,2,34.401034712,3
"79",82,"TC8504_3_2","TC8504",3,"1985-09-06","20:25:32",169,19.45,40.9211,42,54,39.42,20,236.4,2,34.597834712,3
"80",83,"TC8504_3_2","TC8504",3,"1985-09-06","20:25:52",169,19.52,40.9067,42,58,69.02,0,252.5,2,34.583434712,3
"81",84,"TC8504_3_2","TC8504",3,"1985-09-06","20:26:12",170,19.38,40.8721,42,61,34.51,0,268.1,2,34.548834712,3
"82",85,"TC8504_3_2","TC8504",3,"1985-09-06","20:26:32",170,19.33,40.8398,44,64,69.02,0,284.7,2,34.516534712,3
"83",86,"TC8504_3_2","TC8504",3,"1985-09-06","20:26:52",171,19.24,40.7906,50,67,69.02,-15,298.9,2,34.467334712,3
"84",87,"TC8504_3_2","TC8504",3,"1985-09-06","20:27:12",170,19.25,40.8071,44,71,34.51,15,314.9,2,34.483834712,3
"85",88,"TC8504_3_2","TC8504",3,"1985-09-06","20:27:32",170,18.93,40.692,44,74,34.48,0,329.3,2,34.368734712,3
"86",89,"TC8504_3_2","TC8504",3,"1985-09-06","20:27:52",169,18.99,40.7718,41,77,69.02,15,345.3,2,34.448534712,3
"87",90,"TC8504_3_2","TC8504",3,"1985-09-06","20:28:12",169,19.09,40.7423,43,81,34.51,0,361.7,2,34.419034712,3
"88",91,"TC8504_3_2","TC8504",3,"1985-09-06","20:28:32",167,19.52,40.908,42,85,91.91,20,377.5,2,34.584734712,3
"89",92,"TC8504_3_2","TC8504",3,"1985-09-06","20:28:52",165,19.53,40.9095,43,88,34.51,0,391.8,2,34.586234712,3
"90",93,"TC8504_3_2","TC8504",3,"1985-09-06","20:29:12",164,19.77,40.9618,45,92,69.02,-15,407.5,2,34.638534712,3
"91",94,"TC8504_3_2","TC8504",3,"1985-09-06","20:29:32",164,19.7,40.8978,44,95,69.02,-15,423.4,2,34.574534712,3
"92",95,"TC8504_3_2","TC8504",3,"1985-09-06","20:29:52",167,19.53,40.9082,50,98,69.02,-15,439.4,2,34.584934712,3
"93",96,"TC8504_3_2","TC8504",3,"1985-09-06","20:30:12",169,19.41,40.8733,47,101,69.02,-15,455,2,34.550034712,3
"94",97,"TC8504_3_2","TC8504",3,"1985-09-06","20:30:32",166,19.53,40.909,51,105,34.48,15,470.4,2,34.585734712,3
"95",98,"TC8504_3_2","TC8504",3,"1985-09-06","20:30:52",165,19.53,40.8938,45,109,69.02,0,486.1,2,34.570534712,3
"96",99,"TC8504_3_2","TC8504",3,"1985-09-06","20:31:12",164,19.7,40.9605,56,112,69.02,0,500.1,2,34.637234712,3
"97",100,"TC8504_3_2","TC8504",3,"1985-09-06","20:31:32",161,19.75,40.9634,47,116,91.91,40,513.1,2,34.640134712,3
"98",101,"TC8504_3_2","TC8504",3,"1985-09-06","20:31:52",158,19.89,41.0152,47,120,69.02,0,528.8,2,34.691934712,3
"99",102,"TC8504_3_3","TC8504",3,"1985-09-06","20:32:12",156,20.26,39.7208,49,3,69.02,-15,12.7,3,33.397534712,3
"100",103,"TC8504_3_3","TC8504",3,"1985-09-06","20:32:32",155,20.41,41.1695,50,7,69.02,0,29.1,3,34.846234712,3
"101",104,"TC8504_3_3","TC8504",3,"1985-09-06","20:32:52",153,20.55,41.2368,47,11,69.02,15,45,3,34.913534712,3
"102",105,"TC8504_3_3","TC8504",3,"1985-09-06","20:33:12",152,20.59,41.2541,47,15,69.02,0,61.7,3,34.930834712,3
"103",106,"TC8504_3_3","TC8504",3,"1985-09-06","20:33:32",149,20.67,41.2893,47,19,68.89,15,76.8,3,34.966034712,3
"104",107,"TC8504_3_3","TC8504",3,"1985-09-06","20:33:52",149,20.72,41.2905,51,23,69.02,0,92.1,3,34.967234712,3
"105",108,"TC8504_3_3","TC8504",3,"1985-09-06","20:34:12",147,20.74,41.3395,50,27,69.02,15,108.4,3,35.016234712,3
"106",110,"TC8504_3_3","TC8504",3,"1985-09-06","20:34:52",147,20.75,41.324,49,35,69.02,0,141.3,3,35.000734712,3
"107",111,"TC8504_3_3","TC8504",3,"1985-09-06","20:35:12",146,20.75,41.3089,50,39,69.02,-15,158,3,34.985634712,3
"108",112,"TC8504_3_3","TC8504",3,"1985-09-06","20:35:32",146,20.75,41.3089,50,43,69.02,-15,175.9,3,34.985634712,3
"109",113,"TC8504_3_3","TC8504",3,"1985-09-06","20:35:52",144,20.76,41.3419,49,48,69.02,0,192.9,3,35.018634712,3
"110",114,"TC8504_3_3","TC8504",3,"1985-09-06","20:36:12",143,20.77,41.327,51,52,69.02,0,207.8,3,35.003734712,3
"111",115,"TC8504_3_3","TC8504",3,"1985-09-06","20:36:32",145,20.77,41.3257,51,56,68.89,-30,225.2,3,35.002434712,3
"112",116,"TC8504_3_3","TC8504",3,"1985-09-06","20:36:52",145,20.79,41.3262,51,60,69.02,0,243.5,3,35.002934712,3
"113",117,"TC8504_3_3","TC8504",3,"1985-09-06","20:37:12",147,20.8,41.3251,49,64,69.02,0,260.2,3,35.001834712,3
"114",118,"TC8504_3_3","TC8504",3,"1985-09-06","20:37:32",148,20.8,41.3245,52,67,69.02,0,277.4,3,35.001234712,3
"115",119,"TC8504_3_3","TC8504",3,"1985-09-06","20:37:52",147,20.8,41.3251,53,70,69.02,30,293.5,3,35.001834712,3
"116",120,"TC8504_3_3","TC8504",3,"1985-09-06","20:38:12",147,20.8,41.3251,49,75,34.51,30,309.5,3,35.001834712,3
"117",121,"TC8504_3_3","TC8504",3,"1985-09-06","20:38:32",150,20.79,41.3387,50,79,34.48,-15,326.8,3,35.015434712,3
"118",122,"TC8504_3_3","TC8504",3,"1985-09-06","20:38:52",152,20.55,41.269,46,82,69.02,0,344,3,34.945734712,3
"119",123,"TC8504_3_3","TC8504",3,"1985-09-06","20:39:12",151,20.55,41.2538,47,86,69.02,15,360.8,3,34.930534712,3
"120",124,"TC8504_3_3","TC8504",3,"1985-09-06","20:39:32",152,20.54,41.253,48,90,69.02,-20,377.9,3,34.929734712,3
"121",125,"TC8504_3_3","TC8504",3,"1985-09-06","20:39:52",150,20.71,41.3211,51,94,34.51,0,393.3,3,34.997834712,3
"122",126,"TC8504_3_3","TC8504",3,"1985-09-06","20:40:12",148,20.76,41.3551,47,98,34.51,15,409.1,3,35.031834712,3
"123",127,"TC8504_3_3","TC8504",3,"1985-09-06","20:40:32",147,20.82,41.3572,47,102,34.51,15,425.8,3,35.033934712,3
"124",128,"TC8504_3_3","TC8504",3,"1985-09-06","20:40:52",145,20.82,41.3584,45,106,69.02,0,440.63,3,35.035134712,3
"125",129,"TC8504_3_3","TC8504",3,"1985-09-06","20:41:12",145,20.85,41.3591,45,110,69.02,0,457.33,3,35.035834712,3
"126",130,"TC8504_3_3","TC8504",3,"1985-09-06","20:41:32",142,20.86,41.3771,45,114,68.89,0,472.13,3,35.053834712,3
"127",131,"TC8504_3_3","TC8504",3,"1985-09-06","20:41:52",138,20.89,41.3488,44,118,69.02,15,488.73,3,35.025534712,3
"128",132,"TC8504_3_3","TC8504",3,"1985-09-06","20:42:12",135,20.91,41.367,44,122,69.02,15,504.1,3,35.043734712,3
"129",133,"TC8504_3_3","TC8504",3,"1985-09-06","20:42:32",133,20.92,41.3685,45,125,39.42,20,517.7,3,35.045234712,3
"130",134,"TC8504_3_3","TC8504",3,"1985-09-06","20:42:52",132,21.04,41.4036,45,129,69.02,0,532.9,3,35.080334712,3
"131",135,"TC8504_3_3","TC8504",3,"1985-09-06","20:43:12",130,21.12,41.4542,43,133,69.02,15,550.3,3,35.130934712,3
"132",136,"TC8504_3_3","TC8504",3,"1985-09-06","20:43:32",127,21.22,41.4585,46,137,68.89,0,565.6,3,35.135234712,3
"133",137,"TC8504_3_3","TC8504",3,"1985-09-06","20:43:52",127,21.44,41.5627,47,141,34.51,15,580.2,3,35.239434712,3
"134",139,"TC8504_3_4","TC8504",3,"1985-09-06","20:44:32",116,21.7,41.6359,40,5,69.02,0,21.7,4,35.312634712,3
"135",140,"TC8504_3_4","TC8504",3,"1985-09-06","20:44:52",116,21.73,41.6209,45,8,69.02,-15,36.2,4,35.297634712,3
"136",141,"TC8504_3_4","TC8504",3,"1985-09-06","20:45:12",113,21.76,41.6712,43,11,34.51,15,51.5,4,35.347934712,3
"137",142,"TC8504_3_4","TC8504",3,"1985-09-06","20:45:32",113,21.87,41.6741,42,14,69.02,0,65.9,4,35.350834712,3
"138",143,"TC8504_3_4","TC8504",3,"1985-09-06","20:45:52",111,21.87,41.6912,39,18,69.02,15,81.4,4,35.367934712,3
"139",144,"TC8504_3_4","TC8504",3,"1985-09-06","20:46:12",112,21.87,41.6747,45,20,34.51,-30,94.1,4,35.351434712,3
"140",145,"TC8504_3_4","TC8504",3,"1985-09-06","20:46:32",112,21.88,41.675,39,23,39.46,-30,108.6,4,35.351734712,3
"141",146,"TC8504_3_4","TC8504",3,"1985-09-06","20:46:52",111,21.88,41.6915,40,26,34.51,0,121.4,4,35.368234712,3
"142",147,"TC8504_3_4","TC8504",3,"1985-09-06","20:47:12",110,21.9,41.6609,41,29,69.02,0,135.8,4,35.337634712,3
"143",148,"TC8504_3_4","TC8504",3,"1985-09-06","20:47:32",108,21.9,41.6781,43,33,69.02,0,152.2,4,35.354834712,3
"144",149,"TC8504_3_4","TC8504",3,"1985-09-06","20:47:52",106,21.99,41.6976,42,36,69.02,0,166.7,4,35.374334712,3
"145",150,"TC8504_3_4","TC8504",3,"1985-09-06","20:48:12",105,22.06,41.7002,44,40,69.02,-15,182.3,4,35.376934712,3
"146",151,"TC8504_3_4","TC8504",3,"1985-09-06","20:48:32",105,22.06,41.716,42,43,34.51,15,198.3,4,35.392734712,3
"147",152,"TC8504_3_4","TC8504",3,"1985-09-06","20:48:52",107,21.98,41.808,45,46,69.02,-15,214.2,4,35.484734712,3
"148",153,"TC8504_3_4","TC8504",3,"1985-09-06","20:49:12",107,21.96,41.6962,41,49,34.51,0,230.3,4,35.372934712,3
"149",154,"TC8504_3_4","TC8504",3,"1985-09-06","20:49:32",108,21.94,41.6791,48,53,68.89,-15,245.8,4,35.355834712,3
"150",155,"TC8504_3_4","TC8504",3,"1985-09-06","20:49:52",108,21.91,41.6783,42,56,34.51,15,261.6,4,35.355034712,3
"151",156,"TC8504_3_4","TC8504",3,"1985-09-06","20:50:12",109,21.91,41.6777,42,59,34.51,15,277,4,35.354434712,3
"152",157,"TC8504_3_4","TC8504",3,"1985-09-06","20:50:32",111,21.87,41.6754,42,62,91.91,0,291.8,4,35.352134712,3
"153",158,"TC8504_3_4","TC8504",3,"1985-09-06","20:50:52",112,21.87,41.6747,39,64,34.51,15,306.7,4,35.351434712,3
"154",159,"TC8504_3_4","TC8504",3,"1985-09-06","20:51:12",112,21.88,41.675,41,67,69.02,0,320.5,4,35.351734712,3
"155",160,"TC8504_3_4","TC8504",3,"1985-09-06","20:51:32",110,21.88,41.6763,39,71,68.89,15,336.5,4,35.353034712,3
"156",161,"TC8504_3_4","TC8504",3,"1985-09-06","20:51:52",111,21.87,41.6754,39,74,69.02,15,352,4,35.352134712,3
"157",162,"TC8504_3_4","TC8504",3,"1985-09-06","20:52:12",112,21.86,41.6903,40,77,69.02,0,367.5,4,35.367034712,3
"158",163,"TC8504_3_4","TC8504",3,"1985-09-06","20:52:32",113,21.83,41.673,38,79,34.51,0,382.3,4,35.349734712,3
"159",164,"TC8504_3_4","TC8504",3,"1985-09-06","20:52:52",114,21.84,41.6726,41,82,69.02,0,397.2,4,35.349334712,3
"160",165,"TC8504_3_4","TC8504",3,"1985-09-06","20:53:12",114,21.84,41.6568,41,85,34.51,0,411.5,4,35.333534712,3
"161",166,"TC8504_3_4","TC8504",3,"1985-09-06","20:53:32",111,21.91,41.6764,43,88,69.02,0,425.4,4,35.353134712,3
"162",167,"TC8504_3_4","TC8504",3,"1985-09-06","20:53:52",109,21.98,41.7113,42,92,34.51,-15,440.9,4,35.388034712,3
"163",168,"TC8504_3_4","TC8504",3,"1985-09-06","20:54:12",108,22.05,41.698,39,95,34.51,15,455.4,4,35.374734712,3
"164",169,"TC8504_3_4","TC8504",3,"1985-09-06","20:54:32",109,22.07,41.6979,41,98,34.48,-30,470.5,4,35.374634712,3
"165",170,"TC8504_3_4","TC8504",3,"1985-09-06","20:54:52",107,22.07,41.715,39,101,34.51,0,483.7,4,35.391734712,3
"166",171,"TC8504_3_4","TC8504",3,"1985-09-06","20:55:12",101,22.19,41.7381,40,105,69.02,30,499,4,35.414834712,3
"167",172,"TC8504_3_4","TC8504",3,"1985-09-06","20:55:32",100,22.23,41.7557,38,108,69.02,0,513.6,4,35.432434712,3
"168",173,"TC8504_3_4","TC8504",3,"1985-09-06","20:55:52",99,22.4,41.8088,43,0,34.51,-15,0,4,35.485534712,3
"169",174,"TC8504_3_5","TC8504",3,"1985-09-06","20:56:12",97,22.61,41.2016,39,4,69.02,30,18.3,5,34.878334712,3
"170",175,"TC8504_3_5","TC8504",3,"1985-09-06","20:56:32",97,22.61,41.8004,41,7,69.02,0,32.7,5,35.477134712,3
"171",176,"TC8504_3_5","TC8504",3,"1985-09-06","20:56:52",96,22.7,41.8355,42,10,69.02,-15,48.6,5,35.512234712,3
"172",177,"TC8504_3_5","TC8504",3,"1985-09-06","20:57:12",92,22.86,41.843,40,14,69.02,30,64.2,5,35.519734712,3
"173",178,"TC8504_3_5","TC8504",3,"1985-09-06","20:57:32",93,22.75,41.8548,41,17,34.48,15,79.7,5,35.531534712,3
"174",179,"TC8504_3_5","TC8504",3,"1985-09-06","20:57:52",95,22.76,41.838,39,20,69.02,0,94.5,5,35.514734712,3
"175",180,"TC8504_3_5","TC8504",3,"1985-09-06","20:58:12",97,22.79,41.8376,37,22,34.51,-30,110.1,5,35.514334712,3
"176",181,"TC8504_3_5","TC8504",3,"1985-09-06","20:58:32",97,22.73,41.8199,38,25,34.51,0,126.1,5,35.496634712,3
"177",182,"TC8504_3_5","TC8504",3,"1985-09-06","20:58:52",97,22.73,41.8199,39,28,34.51,0,142.1,5,35.496634712,3
"178",183,"TC8504_3_5","TC8504",3,"1985-09-06","20:59:11",99,22.63,41.7998,39,31,34.51,-15,157.7,5,35.476534712,3
"179",184,"TC8504_3_5","TC8504",3,"1985-09-06","20:59:31",99,22.64,41.8476,37,34,34.48,15,173.7,5,35.524334712,3
"180",185,"TC8504_3_5","TC8504",3,"1985-09-06","20:59:51",98,22.72,41.819,37,37,69.02,15,187.5,5,35.495734712,3
"181",186,"TC8504_3_5","TC8504",3,"1985-09-06","21:00:11",96,22.78,41.8379,37,40,69.02,0,201.2,5,35.514634712,3
"182",187,"TC8504_3_5","TC8504",3,"1985-09-06","21:00:31",93,22.57,41.8301,40,44,91.91,0,217.3,5,35.506834712,3
"183",188,"TC8504_3_5","TC8504",3,"1985-09-06","21:00:51",89,23.01,41.7237,42,48,69.02,0,232.2,5,35.400434712,3
"184",189,"TC8504_3_5","TC8504",3,"1985-09-06","21:01:11",84,23.21,41.7494,41,52,69.02,15,247.7,5,35.426134712,3
"185",190,"TC8504_3_5","TC8504",3,"1985-09-06","21:01:31",79,23.36,41.7421,47,56,69.02,15,264.2,5,35.418834712,3
"186",191,"TC8504_3_5","TC8504",3,"1985-09-06","21:01:51",79,23.36,41.7421,48,60,39.42,15,279.3,5,35.418834712,3
"187",192,"TC8504_3_5","TC8504",3,"1985-09-06","21:02:11",80,23.32,41.74,50,64,34.51,0,297.2,5,35.416734712,3
"188",193,"TC8504_3_5","TC8504",3,"1985-09-06","21:02:31",78,23.35,41.758,51,68,69.02,15,312.8,5,35.434734712,3
"189",194,"TC8504_3_5","TC8504",3,"1985-09-06","21:02:51",77,23.36,41.7433,51,73,69.02,0,330.6,5,35.420034712,3
"190",195,"TC8504_3_5","TC8504",3,"1985-09-06","21:03:11",79,23.33,41.741,51,76,69.02,-15,346.6,5,35.417734712,3
"191",196,"TC8504_3_5","TC8504",3,"1985-09-06","21:03:31",80,23.19,41.7342,49,80,34.51,0,365.6,5,35.410934712,3
"192",197,"TC8504_3_5","TC8504",3,"1985-09-06","21:03:51",84,23.19,41.7173,52,84,39.42,-15,383.8,5,35.394034712,3
"193",198,"TC8504_3_5","TC8504",3,"1985-09-06","21:04:11",84,23.17,41.748,51,88,69.02,15,400.2,5,35.424734712,3
"194",199,"TC8504_3_5","TC8504",3,"1985-09-06","21:04:31",85,23.19,41.7167,52,92,69.02,-15,417.9,5,35.393434712,3
"195",200,"TC8504_3_5","TC8504",3,"1985-09-06","21:04:51",84,23.17,41.748,51,97,69.02,15,436.7,5,35.424734712,3
"196",201,"TC8504_3_5","TC8504",3,"1985-09-06","21:05:11",82,23.19,41.7342,55,101,69.02,30,452,5,35.410934712,3
